application,label,file_path,file_name,size_bytes,line_count
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000005.log,container_1445076437777_0005_01_000005.log,8424,68
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000006.log,container_1445076437777_0005_01_000006.log,8796,71
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000007.log,container_1445076437777_0005_01_000007.log,8796,71
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000008.log,container_1445076437777_0005_01_000008.log,8423,68
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000009.log,container_1445076437777_0005_01_000009.log,8797,71
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000010.log,container_1445076437777_0005_01_000010.log,8798,71
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000012.log,container_1445076437777_0005_01_000012.log,5180,41
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000013.log,container_1445076437777_0005_01_000013.log,7101,57
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000014.log,container_1445076437777_0005_01_000014.log,18012,99
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000015.log,container_1445076437777_0005_01_000015.log,8149,66
application_1445076437777_0005,Normal,data\extracted\Hadoop_log\application_1445076437777_0005\container_1445076437777_0005_01_000016.log,container_1445076437777_0005_01_000016.log,3496,27
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000001.log,container_1445087491445_0001_01_000001.log,528729,2791
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000002.log,container_1445087491445_0001_01_000002.log,4951,39
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000003.log,container_1445087491445_0001_01_000003.log,6494,52
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000004.log,container_1445087491445_0001_01_000004.log,5673,45
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000005.log,container_1445087491445_0001_01_000005.log,5674,45
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000006.log,container_1445087491445_0001_01_000006.log,8081,65
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000007.log,container_1445087491445_0001_01_000007.log,8088,65
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000008.log,container_1445087491445_0001_01_000008.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000009.log,container_1445087491445_0001_01_000009.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000010.log,container_1445087491445_0001_01_000010.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000011.log,container_1445087491445_0001_01_000011.log,7715,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000012.log,container_1445087491445_0001_01_000012.log,8090,65
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000013.log,container_1445087491445_0001_01_000013.log,8090,65
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000014.log,container_1445087491445_0001_01_000014.log,7442,60
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000015.log,container_1445087491445_0001_01_000015.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000016.log,container_1445087491445_0001_01_000016.log,21432,115
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000017.log,container_1445087491445_0001_01_000017.log,7717,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000018.log,container_1445087491445_0001_01_000018.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000019.log,container_1445087491445_0001_01_000019.log,7717,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000020.log,container_1445087491445_0001_01_000020.log,7716,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000021.log,container_1445087491445_0001_01_000021.log,7442,60
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000022.log,container_1445087491445_0001_01_000022.log,7717,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000023.log,container_1445087491445_0001_01_000023.log,7717,62
application_1445087491445_0001,Machine down,data\extracted\Hadoop_log\application_1445087491445_0001\container_1445087491445_0001_01_000024.log,container_1445087491445_0001_01_000024.log,7442,60
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000001.log,container_1445087491445_0002_01_000001.log,596139,3817
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000002.log,container_1445087491445_0002_01_000002.log,4461,35
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000003.log,container_1445087491445_0002_01_000003.log,4950,39
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000004.log,container_1445087491445_0002_01_000004.log,4950,39
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000005.log,container_1445087491445_0002_01_000005.log,8081,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000006.log,container_1445087491445_0002_01_000006.log,8090,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000007.log,container_1445087491445_0002_01_000007.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000008.log,container_1445087491445_0002_01_000008.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000009.log,container_1445087491445_0002_01_000009.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000010.log,container_1445087491445_0002_01_000010.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000011.log,container_1445087491445_0002_01_000011.log,36857,217
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000012.log,container_1445087491445_0002_01_000012.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000013.log,container_1445087491445_0002_01_000013.log,8090,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000014.log,container_1445087491445_0002_01_000014.log,4951,39
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000015.log,container_1445087491445_0002_01_000015.log,8090,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000016.log,container_1445087491445_0002_01_000016.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000017.log,container_1445087491445_0002_01_000017.log,8089,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000018.log,container_1445087491445_0002_01_000018.log,8088,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000019.log,container_1445087491445_0002_01_000019.log,5905,47
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_01_000020.log,container_1445087491445_0002_01_000020.log,8090,65
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_02_000001.log,container_1445087491445_0002_02_000001.log,140406,739
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_02_000002.log,container_1445087491445_0002_02_000002.log,17524,91
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_02_000003.log,container_1445087491445_0002_02_000003.log,7722,62
application_1445087491445_0002,Machine down,data\extracted\Hadoop_log\application_1445087491445_0002\container_1445087491445_0002_02_000004.log,container_1445087491445_0002_02_000004.log,7440,60
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000001.log,container_1445087491445_0003_01_000001.log,641499,3233
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000002.log,container_1445087491445_0003_01_000002.log,7708,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000003.log,container_1445087491445_0003_01_000003.log,7717,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000004.log,container_1445087491445_0003_01_000004.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000005.log,container_1445087491445_0003_01_000005.log,5672,45
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000006.log,container_1445087491445_0003_01_000006.log,4950,39
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000007.log,container_1445087491445_0003_01_000007.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000008.log,container_1445087491445_0003_01_000008.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000009.log,container_1445087491445_0003_01_000009.log,8089,65
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000010.log,container_1445087491445_0003_01_000010.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000011.log,container_1445087491445_0003_01_000011.log,24195,130
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000012.log,container_1445087491445_0003_01_000012.log,8090,65
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000013.log,container_1445087491445_0003_01_000013.log,7442,60
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000014.log,container_1445087491445_0003_01_000014.log,3503,27
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000015.log,container_1445087491445_0003_01_000015.log,2294,17
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000016.log,container_1445087491445_0003_01_000016.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000017.log,container_1445087491445_0003_01_000017.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000018.log,container_1445087491445_0003_01_000018.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000019.log,container_1445087491445_0003_01_000019.log,7716,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000020.log,container_1445087491445_0003_01_000020.log,3740,29
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000021.log,container_1445087491445_0003_01_000021.log,6494,52
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000022.log,container_1445087491445_0003_01_000022.log,7717,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000023.log,container_1445087491445_0003_01_000023.log,7717,62
application_1445087491445_0003,Machine down,data\extracted\Hadoop_log\application_1445087491445_0003\container_1445087491445_0003_01_000024.log,container_1445087491445_0003_01_000024.log,7442,60
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000001.log,container_1445087491445_0004_01_000001.log,485614,2570
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000002.log,container_1445087491445_0004_01_000002.log,8081,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000003.log,container_1445087491445_0004_01_000003.log,8090,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000004.log,container_1445087491445_0004_01_000004.log,5674,45
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000005.log,container_1445087491445_0004_01_000005.log,8088,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000006.log,container_1445087491445_0004_01_000006.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000007.log,container_1445087491445_0004_01_000007.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000008.log,container_1445087491445_0004_01_000008.log,8090,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000009.log,container_1445087491445_0004_01_000009.log,4950,39
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000010.log,container_1445087491445_0004_01_000010.log,4949,39
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000011.log,container_1445087491445_0004_01_000011.log,4950,39
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000012.log,container_1445087491445_0004_01_000012.log,4227,33
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000013.log,container_1445087491445_0004_01_000013.log,8090,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000014.log,container_1445087491445_0004_01_000014.log,4228,33
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000016.log,container_1445087491445_0004_01_000016.log,23645,124
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000017.log,container_1445087491445_0004_01_000017.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000018.log,container_1445087491445_0004_01_000018.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000019.log,container_1445087491445_0004_01_000019.log,2292,17
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000020.log,container_1445087491445_0004_01_000020.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000021.log,container_1445087491445_0004_01_000021.log,8089,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000022.log,container_1445087491445_0004_01_000022.log,8090,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_01_000023.log,container_1445087491445_0004_01_000023.log,8088,65
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000001.log,container_1445087491445_0004_02_000001.log,278223,1428
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000002.log,container_1445087491445_0004_02_000002.log,21453,122
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000003.log,container_1445087491445_0004_02_000003.log,7722,62
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000004.log,container_1445087491445_0004_02_000004.log,7722,62
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000005.log,container_1445087491445_0004_02_000005.log,7723,62
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000006.log,container_1445087491445_0004_02_000006.log,2294,17
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000007.log,container_1445087491445_0004_02_000007.log,1164,8
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000008.log,container_1445087491445_0004_02_000008.log,7721,62
application_1445087491445_0004,Machine down,data\extracted\Hadoop_log\application_1445087491445_0004\container_1445087491445_0004_02_000009.log,container_1445087491445_0004_02_000009.log,19383,99
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000001.log,container_1445087491445_0005_01_000001.log,472075,2538
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000002.log,container_1445087491445_0005_01_000002.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000003.log,container_1445087491445_0005_01_000003.log,7708,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000004.log,container_1445087491445_0005_01_000004.log,7717,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000005.log,container_1445087491445_0005_01_000005.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000006.log,container_1445087491445_0005_01_000006.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000007.log,container_1445087491445_0005_01_000007.log,12525,121
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000008.log,container_1445087491445_0005_01_000008.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000009.log,container_1445087491445_0005_01_000009.log,4228,33
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000010.log,container_1445087491445_0005_01_000010.log,4228,33
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000011.log,container_1445087491445_0005_01_000011.log,3013,23
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000012.log,container_1445087491445_0005_01_000012.log,3503,27
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000013.log,container_1445087491445_0005_01_000013.log,7798,80
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000014.log,container_1445087491445_0005_01_000014.log,3504,27
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000015.log,container_1445087491445_0005_01_000015.log,6749,35
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000016.log,container_1445087491445_0005_01_000016.log,4227,33
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000017.log,container_1445087491445_0005_01_000017.log,7717,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000018.log,container_1445087491445_0005_01_000018.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000019.log,container_1445087491445_0005_01_000019.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000020.log,container_1445087491445_0005_01_000020.log,7716,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000021.log,container_1445087491445_0005_01_000021.log,7717,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000022.log,container_1445087491445_0005_01_000022.log,22511,118
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000023.log,container_1445087491445_0005_01_000023.log,6495,52
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000024.log,container_1445087491445_0005_01_000024.log,7717,62
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000025.log,container_1445087491445_0005_01_000025.log,4950,39
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000026.log,container_1445087491445_0005_01_000026.log,2778,21
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000027.log,container_1445087491445_0005_01_000027.log,3503,27
application_1445087491445_0005,Normal,data\extracted\Hadoop_log\application_1445087491445_0005\container_1445087491445_0005_01_000028.log,container_1445087491445_0005_01_000028.log,5674,45
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000001.log,container_1445087491445_0006_01_000001.log,203471,1075
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000002.log,container_1445087491445_0006_01_000002.log,8089,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000003.log,container_1445087491445_0006_01_000003.log,8081,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000004.log,container_1445087491445_0006_01_000004.log,8089,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000005.log,container_1445087491445_0006_01_000005.log,8089,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000006.log,container_1445087491445_0006_01_000006.log,8088,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000007.log,container_1445087491445_0006_01_000007.log,8088,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000008.log,container_1445087491445_0006_01_000008.log,8088,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000009.log,container_1445087491445_0006_01_000009.log,8088,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000010.log,container_1445087491445_0006_01_000010.log,8090,65
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000011.log,container_1445087491445_0006_01_000011.log,6647,53
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_01_000012.log,container_1445087491445_0006_01_000012.log,25392,146
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_02_000001.log,container_1445087491445_0006_02_000001.log,80285,426
application_1445087491445_0006,Machine down,data\extracted\Hadoop_log\application_1445087491445_0006\container_1445087491445_0006_02_000002.log,container_1445087491445_0006_02_000002.log,13388,71
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000001.log,container_1445087491445_0007_01_000001.log,151165,834
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000002.log,container_1445087491445_0007_01_000002.log,8081,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000003.log,container_1445087491445_0007_01_000003.log,8088,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000004.log,container_1445087491445_0007_01_000004.log,7716,62
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000005.log,container_1445087491445_0007_01_000005.log,8089,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000006.log,container_1445087491445_0007_01_000006.log,8089,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000007.log,container_1445087491445_0007_01_000007.log,8089,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000008.log,container_1445087491445_0007_01_000008.log,8090,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000009.log,container_1445087491445_0007_01_000009.log,6647,53
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000010.log,container_1445087491445_0007_01_000010.log,8089,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000011.log,container_1445087491445_0007_01_000011.log,8089,65
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_01_000012.log,container_1445087491445_0007_01_000012.log,8707,45
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_02_000002.log,container_1445087491445_0007_02_000002.log,87925,467
application_1445087491445_0007,Normal,data\extracted\Hadoop_log\application_1445087491445_0007\container_1445087491445_0007_02_000003.log,container_1445087491445_0007_02_000003.log,14446,78
application_1445087491445_0008,Machine down,data\extracted\Hadoop_log\application_1445087491445_0008\container_1445087491445_0008_01_000001.log,container_1445087491445_0008_01_000001.log,253555,1351
